addres,code,dastresi,tejary,darmany,farhangi_honary,tafrihy,rest,parks
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10248693,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - منیریه ,10218467,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10296733,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10296732,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10265375,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10296731,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10296729,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10296727,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10115304,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10249979,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10296700,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه ارتش (لشکرک) ,10206175,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10133809,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10018308,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10262855,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10270915,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10296675,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - سهروردی شمالی ,10258864,4.0,4.0,3.0,5.0,2.0,8.0,2.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10296671,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10265084,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر( از همت تا خیابان انقلاب) ,10269257,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10296666,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10296657,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10274856,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10202979,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10260635,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10267305,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - کن ,10066277,4.0,2.0,5.0,9.0,3.0,8.0,1.0
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10249750,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10267058,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دماوند(از میدان امام حسین تا وحیدیه) ,10267561,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10296616,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10255084,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10264541,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10265155,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10265157,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10147243,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10147719,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10260911,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,3964420,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10296600,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10246367,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اوین ,10259469,4.0,0.0,2.0,1.0,0.0,0.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10296584,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10296578,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296576,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10296575,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296564,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296563,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10117614,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296548,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296540,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10296539,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آزادی(از نواب تا میدان آزادی) ,10052453,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پلیس ,10134942,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میدان خراسان ,10276682,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10276664,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - چیتگر ,10276650,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276625,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10261881,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276593,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276587,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10080069,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دامپزشکی(از یادگار تا آیت الله سعیدی) ,10276573,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276572,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10243628,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه شمالی ,10276567,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10276548,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10185610,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276536,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276535,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276532,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10276528,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276526,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آجودانیه ,10276521,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10185972,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10276514,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10248414,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10260529,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10248700,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10204774,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10267519,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پلیس ,10267427,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10204197,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دارآباد ,10246210,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10122913,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10246289,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10162884,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10206969,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - شهران ,3991103,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10270536,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276445,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10206090,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10274633,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,10199049,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیاوران ,10268244,0.0,5.0,3.0,3.0,0.0,11.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267809,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - الهیه ,10266848,4.0,4.0,3.0,11.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10276424,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276420,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10199294,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276411,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دیباجی جنوبی ,10122842,5.0,2.0,4.0,2.0,1.0,4.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10206066,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276404,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276397,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10276390,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10276385,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10148478,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10187265,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میدان رسالت ,10276334,,,,,,,
,10261573,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276299,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10276279,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276272,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276268,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276267,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276260,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276255,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276251,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10276250,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - توانیر ,10276248,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بنی هاشم ,10276232,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - منیریه ,10276229,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10267606,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10276220,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10276219,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10276212,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10276210,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10262611,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10276202,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - ایران ,10183066,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10276194,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276192,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10276191,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10276184,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276182,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10276181,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10218327,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمهوری(از حافظ تا میدان جمهوری) ,10200227,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10276138,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10276132,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10275651,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10247284,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دلاوران ,10114952,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10276069,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10004577,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10271951,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - معلم ,10183949,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10276062,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3909674,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276033,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10276031,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276030,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276026,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمالزاده ,10276023,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10276022,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10276015,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10276013,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,3771222,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10276008,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276002,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10276000,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شاد آباد ,10275998,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10275993,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10066016,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10275967,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275962,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10272767,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10259252,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275935,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275933,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275932,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275929,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275928,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10248319,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10134274,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10275886,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10275856,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,10133406,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10275846,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10275844,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10275833,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آذربایجان ,3602265,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275816,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275815,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275814,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275808,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275805,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275802,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275801,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10270250,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - صادقیه ,10250362,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275797,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10264136,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10146569,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تجریش ,10275793,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3785942,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دلاوران ,10275782,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10275775,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,3570568,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مینی سیتی ,10275770,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ازگل ,10275769,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,10275764,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10263652,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قنات کوثر ,10188135,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10176354,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10164032,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10176821,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10257982,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10253066,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10253512,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10253525,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10129598,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10247241,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10255435,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میدان امام حسین ,10127750,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10262229,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10164040,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10259176,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10202913,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10182702,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3175338,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10253661,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10131450,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دزاشیب ,10275695,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گیشا ,10275568,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10245805,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10201401,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10267457,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10122507,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,10248727,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10254456,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267392,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10273048,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دماوند(از میدان امام حسین تا وحیدیه) ,10268396,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10247639,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10122731,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,3887076,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267316,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10243355,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,3893048,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10000093,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10247623,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10270800,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275662,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10264976,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10260458,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10186037,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مصطفی خمینی ,10275630,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10241710,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10275616,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10264577,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10275606,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10177476,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه ارتش (لشکرک) ,10275605,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - چیتگر ,10131960,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10104460,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267043,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10246115,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10125135,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,10250982,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,3970550,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10199329,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - صادقیه ,10275583,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10263640,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,10275578,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275558,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10275557,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10261644,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هفده شهریور(از شهدا تا شوش) ,10275542,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10244427,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10275536,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10275534,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275531,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275530,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275522,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرمانیه ,10275515,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10129780,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,3561819,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10205625,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10275496,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10275486,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بهارستان ,10275485,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10275484,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بهارستان ,10275481,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10243030,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10275478,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10275477,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10264298,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10247182,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بنی هاشم ,10275467,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275466,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275464,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275461,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275459,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275458,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10275452,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275447,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10275443,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10262202,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولنجک ,10275441,5.0,5.0,4.0,7.0,4.0,4.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10262368,0.0,4.0,3.0,0.0,0.0,8.0,6.0
